"Cuerpo","Calificacion","Etiqueta"
"<div class='Normal'><strong>Spider-Man: Into the Spider-Verse Story:</strong> Miles Morales encounters a multi-verse of Spider-Men as he learns to harness his own superpowers.<br> <br> <strong>Spider-Man: Into the Spider-Verse Review:</strong> The Spider-Man origin story about a teen who gets bitten by a radioactive spider and suddenly develops powers has been played out in numerous iterations before. Yet, this animated film is anything but typical – Miles Morales belongs to another reality, and as he's grappling with his new powers, he discovers there are multiple universes, each with their own Spider-Men, Spider-Woman, and... a Spider-Pig! It's impressive that a comic-book story this elaborate and outrageous managed to be green-lit, to begin with.<br> <br> Directors Peter Ramsey, Bob Persichetti and Rodney Rothman make the most of it; they ensure that each Spider-entity is given ample screen-time, while the unique personalities of each superhero shine through brilliant performances by their respective voices. There’s no weak link in the entire cast; all characters are played brilliantly. Miles Morales is infused with a lot of heart by Shameik Moore, while Jake Johnson does a delightfully laid-back take on Peter B. Parker. Hailee Steinfeld brings spunk to Gwen Stacy while Nicolas Cage is especially hilarious as Spider-Man Noir, and Liev Schreiber perfectly captures the Kingpin’s looming presence as Wilson Fisk. The film also uses various styles of animation by taking the whole comic book premise to great heights, especially during the jaw-dropping climax that’s a spectacle to behold, particularly in 3D.<br> <br> ‘Spider-Man: Into the Spider-Verse’ is a bold attempt to tell one of the most ‘out there’ stories in the comic book world. It’s amazing to see all the components come together and work as well as they do. The tonality is funny, and heart-warming, while the visuals are exquisitely trippy at the same time. Those wondering if superhero fatigue is upon us would do themselves a favour to experience this in their nearest 3D screens and see how fresh the genre can continue to be through inventive and sometimes downright risky story-telling. Meanwhile, comic book fans might as well book second viewings of what’s arguably one of the best Spider-Man films to grace the big screen.<br>","4.5","Positivo"
"<div class='Normal'><strong>The Possession Of Hannah Grace Story:</strong> A former cop working the graveyard shift at a morgue encounters a possessed body.<br><strong>The Possession Of Hannah Grace Review:</strong> A young girl, Hannah Grace (Kirby Johnson) dies when an exorcism goes horribly wrong. But killing Hannah doesn't release her from the spirit inhabiting her body. Months later, her cadaver ends up at a morgue, where Megan Reed (Shay Mitchell) has recently taken up the night shift. Megan has demons of her own - she has recently quit her career as a policewoman due to an incident that left her traumatised. To cope with her PTSD, she becomes addicted to drugs and needs to go to rehab. Megan chooses an unusual job because she has encountered enough death and gore before, so she isn't easily rattled by the prospect of working alone in a morgue. But that changes when Hannah's body shows up. <br><br><br>Megan Reed has a compelling backstory that makes her character intriguing enough. It's easy to relate to her choices, and no matter how flawed she comes across, you want to root for her. Additionally, the creepy setting of a morgue, where Megan must work alone, also lends to an excellent atmosphere for a horror flick. Yet, as much as the film sets up its lead character and premise, it completely wastes any potential it had to be a creepy watch. This becomes particularly evident towards its third act when it ditches any pretence of being different and goes all out with the usual horror tropes that have plagued the genre overall. A jarring score, lazy camera work and sloppy editing make almost all the scares increasingly predictable, to the point when you are waiting for the possessed woman to appear on cue, and she does. <br><br>Although the cast doesn't have anything new or inventive to play with, Shay Mitchell and Louis Herthum - as Hannah's father - put in the strongest work. Mitchell is particularly effective in the lead role, which only adds to the inevitable frustration when the film drops the ball and commits to the usual scares that have been synonymous with the 'possession horror' sub-genre. It also keeps changing Hannah's abilities as per the plot's convenience, with the hope of keeping the audience on the edge of their seats, but in reality barely masks its lack of direction. Inverted crosses, twisted limbs, levitating bodies - 'Possession of Hannah Grace' <span class='gmail-gr_ gmail-gr_33 gmail-gr-alert gmail-gr_gramm gmail-gr_inline_cards gmail-gr_run_anim gmail-Grammar gmail-multiReplace'>throws them all at the screen but still leaves you unimpressed in a forgettable film.</span><br>","2.5","Negativo"
"<div class='Normal'><strong>Story</strong>: In a dystopian future, the mysterious teen Hester Shaw teams up with a lowly historian Tom Natworthy and the outlaw Anna Fang as they take on a giant predatory city that threatens to consume other cities in its path.<br><br><strong>Review</strong>: Scale is impressive in a movie, if there is substance to back it. So when Peter Jackson decided to produce 'Mortal Engines', a film that is based on the books by the same name, you know it will be on a big scale and there will be enough substance to back it. However, that is not the case here at all. While the concept is unique and the first few minutes are quite entertaining as you discover just how the cities evolved to run on steam engines, the film starts to lag when the other characters are slowly introduced. <br><br>Given that the books have their own Universe, debutant director Christian Silver has tried hard to explain that and balance it with the stories of the characters. Alas, he could have done a much better job. Instead of trying to find balance, the filmmaker could have stuck with the spirit of the book, which already has a legion of fans. <br><br>Another thing working against the film is the fact that, while you’re dazzled by the stunning visual effects, you don’t really connect with the characters. Hugo Weaving as Thaddeus Valentine isn’t half as scary as a villain. Hera Hilmar as Hester Shaw, who daringly takes on the mission to kill Valentine, is also not enough of a bad ass when it comes to battling it out. Shrike (Stephen Lang), the undead robot, is more funny than scary as he chases Hester like a clueless zombie. The only character that shows any promise, Jihae as Anna Fang who leads a resistance group, is not as much a part of the action. <br><br>Considering there are four books in the series, there is obviously ample scope for a sequel. For the sake of the viewers, we hope the writers spend a lot of time on adapting it for the screen, because the screenplay was one of the weakest points in this one. From the team that brought us Lord of the Rings, the viewers will always hope for something incredible. We hope Jackson and company don’t disappoint in the next one. <br><br>","3.0","Positivo"
"<div class='Normal'><strong>Story</strong>: The political documentary has filmmaker Michael Moore travel through the breadth of America and talk to people to know just how, an unlikely candidate like Donald Trump became the President of America and what are the social and political costs that the country has to pay for his win. .<br><br><strong>Review: </strong>Ever since the reality show host and property-mogul Donald Trump became the President of the USA, bashing him has become the easiest thing to do. After a point, the exercise can get boring because the guy has been the butt of jokes even before he became a President. However, Michael Moore, in his documentary 'Fahrenheit 11/9' provides some much needed perspective as to how a ‘wrecking-ball’ of a personality could rise to become an American President. Moore tries to answer just why Hillary Clinton, the far more popular candidate, lost the vote. And he does not stop at that. Taking off from the loss of the Democratic party, Moore goes deep into the heart of America’s grassroots movements to show how Trump’s win, more than anything else, is about the failure of the Democratic party to keep its promises.<br><br>The filmmaker keeps the momentum going as he examines a bunch of incidents in USA including the water crisis in Flint, Michigan, the school shootings and the recent Teacher’s Strike to make a point about how, the severely affected working class is fighting back.<br><br>Darkly funny at times, the film has several moments when you can feel the sheer injustice being meted out to the people, especially when the filmmaker goes back to his town of Flint and takes on the governor over the water crisis.<br><br>Moore shines the camera on the changing political system in America, where neither Democrats nor Republicans are absolved, as he shows how a new wave of public representatives, mostly from the Democratic Party, are coming to the fore on their own and facing down big corporations. It also dismisses the myth that America is divided on the lines of race. It shows, through the several crisis that the citizens face, that the real divide is on social lines of rich and poor.<br><br>This is a movie that questions the current establishment asks whether the USA will turn into a fascist, racist state. Or will a new wave of people rise and truly make America great again.<br><br>","4.0","Positivo"
"<div class='Normal'><strong>Story:</strong> When Robin of Loxley returns from the crusades, he finds his property has been usurped by the Sheriff of Nottingham. In a bid to get back at the corrupt Sherrif, he joins up with an enemy soldier John to fight for the poor. <br><br><strong>Review:</strong> Most people are aware of Robin Hood’s story, and how the outloaw took from the rich and gave to the poor. It has also been made into a movie several times, the last one starring Russel Crowe in 2010. So, it would take something refreshing on the part of filmmaker Otto Bathurst to make the story exciting. While he has nailed the casting, with Taron Egerton and Jamie Foxx in leading roles, a slow-paced storyline robs the film of any excitement. Given the fact that this is an origins story, there could have been more to Robin’s tale. Instead, the filmmaker assumes you know Robin’s backstory. Because of this, it gets tough to believe or relate with Robin as you accompany him on his tedious journey two-hour-long journey. .<br><br>Academy award winning actor Jamie Fox seems completely wasted in his role as the Moorish commander who trains Robin. The entire training sequence could have been made better. What we get instead is Robin magically picking up superlative archery skills. Taron Egerton as Robin Hood seems to be the only actor whose performance is enjoyable, maybe because he has the best lines. Ben Mendelsohn as the evil Sheriff is not one bit menacing. <br><br>The best part of the film is the chase sequence involving a horse chase; a violent and edge-of-the seat spectacle that runs for almost ten minutes. Besides that, the action is unbelievable. No number of enemies are too much for Robin, as Rajinikanth-like he keeps shooting an endless stream of arrows from his quiver. Their final heist, also, is dull and uninspiring which leads to a weak climax. <br><br>While the filmmakers have kept enough room for a sequel, producer Leonardo DiCaprio will have to be one brave guy to make a second film. He’d much rather get better writers and consider another reboot. <br><br>","2.5","Negativo"
"<div class='Normal'><strong>Story:</strong> Gothic avenger Lisbeth Salander (Claire Foy) has a tough task at hand. She must hack the US intelligence to retrieve a file that grants one access to nuclear arsenals. However, things go awry when a gang of dangerous Swedish assassins called the spiders, get into the picture. They also remind Salander of her dark past. <br><br><strong>Review:</strong> After the Swedish films starring Noomi Rapace and David Fincher’s 2011 American adaption, Claire Foy steps into Rooney Mara’s shoes to reprise the cult gothic vigilante Lisbeth Salander. Fede Alvarez’s continuation of the series is packaged more as a modern action thriller than the investigative and complex mystery you’d expect from the franchise. <br><br>Here Lisbeth is more of an indestructible Jason Bourne like spy than the dark and brooding hacker you’d like her to be. She helps women fight abuse as opposed to having mysterious motives. <br><br>While the reboot scores on action comprising car chases and a speeding sexy Ducati, what you sorely miss is the haunting unravelling of crime and mystery. It makes Lisbeth look like a Bourne, Bond or Salt successor, who can fight anyone and everyone, ride cool bikes and infiltrate or decode any security systems that exist across the globe. It strips her off her unique character traits and flaws that make her interesting and different in the first place. <br><br>While the plot keeps you invested in the film, after a point it just gets too commercial and convenient for your liking. Claire Foy, the third actress to play Salander slips into her significant role with great conviction. Though her character is simplified and Hollywoodised for no good reason, the actress retains its original mystique and aura. <br><br>Overall, The Girl in the Spider's Web makes for an engaging watch as a stand-alone crime thriller. It even tones down the brutal violence a bit. But as an extension of Stieg Larsson’s Millennium Trilogy (The Girl with the Dragon Tattoo series), this falls short of living up to its true dark vision and image. <br>","3.5","Positivo"
"<div class='Normal'><strong>Story: </strong>Based on a true story set in the 1960’s, Green Book is a road movie that captures New York bouncer Tony Vallelonga (Viggo Mortensen) and African-American pianist Dr. Don Shirley’s (Mahershala Ali) unlikely friendship. The film follows the two as they embark on a journey of a lifetime that confronts racism, intolerance, loneliness and understanding in an era of segregation in the United States. <br><br><strong>Review: </strong>Peter Farrelly’s delightful little film is all heart and a sure shot Oscar contender. It uses humour to touch upon an issue as unsettling as racism and leaves you moist eyed with its observation and understanding of human behaviour. Uplifting and heartbreaking at the same time, the story has the ability to change your life and how you look at people. <br><br>Though simplistically explored, the story portrays Vallelonga’s initial flawed sense of entitlement and traits exuding white supremacy and Shirley’s tussle with his true identity. He wonders where he actually belongs as an elite black musician who lives in a palatial house<br>— alone. His art is appreciated by the rich but not his skin colour. He rightly questions, “So if I’m not black enough and if I’m not white enough, what am I?” The film holds a mirror to our psyche and our knack of stereotyping people and how in the end; love, respect and kindness is all we need.<br><br>Shirley hires tough talking Vallelonga as his chauffeur to ensure no trouble during his concert tour in the Deep South. The Italian American bouncer wonders why Shirley endures racial abuse, until he realises, “Genius is not enough, you need courage to change people.” Those wondering, Green Book, titled after the The Negro Motorist Green Book, was a guidebook published for Black travelers that named services and establishments that were safe for them during a time of legalized discrimination.<br><br>The concert trip that lasts for two months makes both Tony and Shirley study their own behaviour and question their own beliefs. They change each other for better. Humorous, humane and heart-rending, Farrelly ensures you become the characters you watch. You feel their sorrow, love and humiliation. <br><br>While the film is effortlessly soul-stirring, a scene in particular sums up the movie brilliantly. Mahershala Ali sitting in front of a mirror after being bashed up by racists for entering a bar meant for white people. With tears in his eyes, he quietly uses a concealer to cover his wounds, just the way Shirley uses his music to hide his loneliness and inner turmoil. Ali deserves a standing ovation for this film and that scene in particular. His eyes do the talking.<br><br>Green Book speaks of embracing differences, overcoming prejudices and knowing what matters the most at the end of it all. <br>","4.0","Positivo"
"<div class='Normal'><strong>Ralph Breaks The Internet Story: </strong>Vanellope and Ralph are forced to step out of their arcade lives into the vast, and often perilous worldwide web.<br><br><strong>Ralph Breaks The Internet Review:</strong> Vanellope (voiced by Sarah Silverman) and Ralph (voiced by John C. Reilly) are very comfortable in their individual games and enjoy hanging out with each other. But Vanellope is bored of being in a predictable game where she wins every single race. To surprise her, an enthusiastic Ralph builds a new track during one of her races. But the game console breaks when her real-world player is unable to handle the new challenge. This puts the 'Sugar Rush' game out of commission, and all the characters are now forced to find new homes. Vanellope and Ralph set out into the Internet to find a way to fix Sugar Rush so that everything can return to normal. <br><br> Building on the undeniable charm and affability of its two main characters, ‘Ralph Breaks the Internet’ attempts to take its story to a whole new realm when they are faced with all the hurdles that can be found online. Considering that they have been largely restrained to the confines of their game worlds, they discover the digital world has more to offer than they ever imagined. As they venture out, they also learn a lot about themselves and their friendship along the way, especially when threatened by viruses and spam that prove to be deadly. Of course, this is a Disney film, so the kid-friendly filters are well in place. But there’s still room for older audiences to enjoy themselves. The most ‘mature’ humour arises from the studio bravely taking pot-shots at some of its own characters – especially the tropes associated with all their fairy-tale worlds. The performances rendered by the lead cast Reilly and Silverman hold the narrative together. Yet, this story is primarily driven by Silverman’s Vanellope who comes into her own in this sequel. Silverman makes you invested in Vanellope’s journey, even more so than Ralph, in the best way possible for the film.<br><br> It’s hard to shake off Gal Gadot’s distinctive voice as the new character Shank, who struggles to fit into this world, although that’s no problem for Taraji P. Henson’s Yesss. Meanwhile, there are ample other smaller characters and multiple references to Disney properties that fill the screen with Easter eggs in fun sequences - look out for a bunch of cameo voices as the princesses. It does suffer from a case of ‘how much is too much’ with a run-time that could have been trimmed a little, no thanks to a screenplay that tends to wander off course. It might not have the surprise elements of the original, but ‘Ralph Breaks the Internet’ is a thoroughly enjoyable visual treat for children of all ages.<br><br><br><br>","4.0","Positivo"
"<div class='Normal'><strong>A Private War Story: </strong>The real-life story of Marie Colvin (Rosamund Pike) who sacrificed her personal life and put herself at risk to become one of the most celebrated war correspondents of our time.<br><br><strong>A Private War Review: </strong>In this biographical drama, ‘A Private War’ has the mammoth task of portraying the gruesome realities of battle while showcasing the difficulties of coming back to a life of comfort. As a foreign correspondent, Marie Colvin pushed the boundaries of war journalism to bring hard-hitting stories of human suffering from the depths of war-torn areas. She also suffered from PTSD, and constantly struggled to maintain her relationships while abandoning any hope of having a family of her own. Her friends and colleagues tried to understand what drove her to go back to the field. But as the title implies, she was so harrowed by human suffering that she felt compelled to tell the individual stories of those affected by war. This came at a massive personal cost – as ironic as it sounds, Marie could not find peace outside of a combat zone.<br><br>Rosamund Pike dives headfirst into the role, without over-dramatising or downplaying Marie's passion. By staying authentic to Marie’s reckless abandon and gruff exterior, Pike skillfully peels off those layers to reveal the real damage underneath it all. However, in the effort to maintain an honest outlook on Marie’s life, the film tends to meander slightly when off the battlefield, leading to some narrative casualties. During those scenes, it helps to have a rock-solid cast with the likes of Tom Hollander, Stanley Tucci and Faye Marsay. But the most surprising performance comes from Jamie Dornan as Paul Conroy – Marie’s photographer on the field. Dornan reveals he has more shades to his acting repertoire and his interactions with Pike are most compelling. The platonic relationship between Marie and Paul is rife with genuine concern for each other, especially as Paul’s background in the army becomes crucial to help Marie identify, and deal with her PTSD.<br><br>Besides her story, the film also feels the need to be a neutral spectator, taking neither a pro- or anti-war stance. Herein lies its tribute to Marie, in how she did not focus on the religious or geopolitical motivations of war, but only on the toll it takes on humanity. This distinctive approach comes from director Matthew Heineman, whose experience filming documentaries is put to good use. Marie Colvin was a profoundly driven, yet flawed individual, and Heineman doesn’t shy away from putting her personal demons on full display. ‘A Private War’ is filled with brutal, powerful images that will stick with you well after the movie is done, and succeeds in paying homage to a woman who put her life on the line while documenting others.<br><br>","4.0","Positivo"
"<div class='Normal'><b>Creed II Story:</b> Adonis Creed faces his biggest test when he takes on Viktor Drago, the son of Ivan Drago.<br><br> <b>Creed II Review:</b> After winning the light heavyweight boxing title in ‘Creed’, Adonis tries to balance his personal and professional life when he’s challenged by Viktor Drago. Viktor is the son of Ivan Drago – (Spoiler Alert?!) the man who killed Apollo Creed in the ring all the way back in ‘Rocky IV’ (1985). Now Adonis needs to dig deeper to find the strength and resolve to avenge his father’s death. This 8th installment in the ‘Rocky’ franchise is torn between drawing from the history of all its predecessors while having its own clear identity. If it wasn’t evident before, Rocky Balboa (Sylvester Stallone) has now been primarily categorised as a mentor/ father figure. Yet, the film still feels a need to follow the beats now familiar with this boxing series.<br> <br>What might surprise you is how you are compelled to care about the Dragos. There’s a pathos to both Ivan (Dolph Lundgren) and Viktor (Florian Munteanu) who aren’t treated as typical antagonists. Their backstory addresses an intriguing question – what happens to the bad guy after he fails? Dolph Lundgren gives a nuanced performance that communicates a lot, without saying much. Playing his son Viktor is a considerable responsibility for newcomer Florian Munteanu, but he’s convincingly menacing. If there’s one actor who has come into his own this year, it’s Michael B. Jordan who infuses Adonis Creed with the intensity and vulnerability needed to convey a myriad range of emotions through the course of the film.<br><br>However, while trying to invest more into its character arcs, the screenplay slacks across various points, often falling prey to the standard nature of its very premise. Worse still, the actual fights are unimaginative and all too forgettable. Sure, there are ample sentimental moments, but they’re quite predictable. The hardest blow falls on the relationship between Bianca (Tessa Thompson) and Adonis; pivotal scenes between them fail to hit home as much as they should, despite Tessa Thompson’s substantial efforts. Chalk this all down to uninspired writing; an average film-goer might be able to guess how the film will pan out. And yet, strong performances combined with the sturdy, albeit measured direction by Steven Caple Jr., ensure that although ‘Creed II’ often comes across as formulaic, there’s no shame in enjoying it for nostalgic reasons.<br>","3.5","Positivo"
"<div class='Normal'><strong>Story:</strong> Jared (Lucas Hedges) is sent to a conversion therapy program by his devout Christian parents Marshall Conley (Russell Crowe) and Nancy Conley (Nicole Kidman). The Conleys hope that the facility’s chief, Victor Sykes (Joel Edgerton) will be able to cure Jared of his sexuality.<br><br><br><strong>Review:</strong> There’s an old saying that’s quite popular the world over, more so in the US, which says, ‘If it ain’t broke, don’t fix it’. Homosexuality is not a disease and as much as orthodox religious beliefs and people will vouch for a cure, the truth is, sexuality isn’t a problem, it’s a choice. Boy Erased is a film on this social and moral predicament. It’s based on a memoir by author Garrad Conley. A young boy is sent to a controversial program after his orthodox Christian family learns that he may be gay. Actor Joel Edgerton returns to direct a film that works on creating terror out of seemingly normal circumstances, where young boys and girls are subjected to an emotional ordeal at a facility that’s nothing short of a concentration camp. Backed by some powerful moments and solid performances, Boy Erased, tells a relevant and solid story, especially for those who have a perspective on the LGBTQI community. And for those not inclined towards sexuality, the film has some provoking thoughts about religion and the maxims attached to faith.<br><br><br>Jared’s father, Marshall is a preacher in the local church, while his mother is just as conservative about her Christian beliefs. Naturally, his parents are dealt a huge shock, when Jared comes out as gay. He’s swiftly dispatched to a conversion program where Victor Sykes and his dubious partners conduct a camp to cure children of their sexual deviancy. The scenes featuring a ‘geno-gram’ chart where kids are asked to label the sins of their immediate family members and the sequence where an introvert boy is literally beaten at a mock funeral of his homosexual alter-ego are deeply disturbing. The other, prominent aspect of the story deals with the way parents cope with their children’s sexuality. That’s where Russell Crowe and Nicole Kidman’s characters come to the fore. While both seasoned actors give top-notch performances, the emotional bond or lack of it, between the parents and Jared, sort of hinder the film’s prospects, albeit briefly.<br><br><br>Young Lucas Hedges is good right through his role. He gets the confusion and the melancholy of the part bang on. Edgerton and Red Hot Chili Peppers’ bassist Flea, are most terrifying as the conversion program’s leads.<br><br><br>Edgerton’s direction is taut and effective during the tense senses at the facility where the silences feel eerie and the homophobia seems unnerving. It’s a pity that the scenes between the Conley family don’t have the same kind of impact. Nevertheless, Boy Erased, despite its inconsistency, Boy Erased tells a powerful story with finesse and the right amount of grit.<br>","3.5","Positivo"
"<div class='Normal'><strong>Fantastic Beasts: The Crimes Of Grindelwald Story:</strong> Newt Scamander (Eddie Redmayne) is approached by his former mentor Dumbledore (Jude Law) to take on the dark wizard Grindelwald (Johnny Depp).<br><br><strong>Fantastic Beasts: The Crimes Of Grindelwald Review:</strong> From the get-go, it is evident that the second film in the prequel/spin-off to the ‘Harry Potter’ series is geared towards its dedicated fan-base. The focus firmly shifts from Newt Scamander and weighs down heavily on Grindelwald and his devious plans. The plot then veers away from what made the previous entry charming and fascinating; that is, those fantastic beasts. This is a much darker and grimmer film, perched largely on the shoulders of two of the most recognisable members from the ensemble cast - Johnny Depp & Jude Law. Depp gives his most menacing and restrained performance, thus infusing the adequate amount of intrigue into Gellert Grindelwald - one of the most feared and powerful wizards in the Potter universe. Equally fascinating is Grindelwald’s relationship with Albus Dumbledore (Jude Law), and how the fate of the world largely depends on the latter’s reluctance to engage with his former friend and ally. Law’s charismatic turn as the beloved wizard carries potential as he is bound to play a more significant role in the sequels to come. ‘The Crimes of Grindelwald’ makes it evident that this is the story of his past. <br><br> However, writer J.K. Rowling is also committed to serving the Potter fandom which results in a vast number of narrative strands that become tedious to follow. Characters previously introduced now fall by the wayside in subplots that don’t seem to have much weight within this film itself, as they’re all seemingly invested in future returns. Thus, Newt Scamander’s character arc bears as much consequence as a footnote, which is a disservice to Redmayne’s skittish and endearing portrayal of Dumbeldore’s former student. There’s also the looming question of Credence Barebone’s (Ezra Miller) heritage which asks more questions than it answers. <br><br> While there are ample references to Hogwarts and cameos to satisfy fans, ‘The Crimes of Grindelwald’ has a lot of dense exposition that’s bound to baffle others. Director David Yates tries to balance this out by making the action set-pieces engaging, but the transitions from the character conflicts to CGI sorcery are clunky at best. All the dazzling imagery and ominous atmosphere can’t shake off the feeling that this is more setup than a standalone entity. However, it appears the training wheels have come off, promising that the next entry in the ‘Fantastic Beasts’ saga will go full throttle into J.K. Rowling’s world of wizards. If nothing else, that's bound to ensure Potterheads will stay tuned to the franchise.<br>","3.5","Positivo"
"<div class='Normal'><strong>Story: </strong>Bohemian Rhapsody, (named after the band's signature song) is a biographical musical about the British rock band Queen and their frontman, one of the greatest singers of all time — Freddie Mercury. Navigating Freddie’s tumultuous personal life and the band’s meteoric rise, the film recounts the events leading up to Queen’s iconic Live Aid performance at Wembley in 1985. <br><br><strong>Review: </strong>You know a biopic works, when it casts a spell on you, engages you in its world irrespective of your liking or indifference towards its real life characters. It doesn’t matter if you worship them or haven’t heard a Queen song yet; Bryan Singer keeps you glued to your seats throughout as he lets Rami Malek channel his inner Freddie Mercury with astounding precision. Malek reprises Freddie’s unmatched singing-songwriting talent, showmanship, passion for music, flamboyant fashion sensibilities and ability to draw in the audience with a diva-esque swag and conviction. <br><br>Singer’s conventional narrative smartly oscillates between the band’s formation, music, success and disagreements as well as Freddie’s inner conflict and simmering loneliness. He seamlessly interweaves Queen’s biggest hits (in Karaoke fashion for you to sing along) with Freddie’s constant quest for answers — on identity, sexuality, love, friendship and a sense of belonging. Though the story keeps you hooked, Rami Malek’s Oscar worthy performance outshines it all. His spectacular act makes Bohemian Rhapsody a film about Freddie Mercury more than the Queen. He infuses soul into the movie and not for once you wonder if Sacha Baron Cohen had been a better choice given his sharper physical resemblance to Freddie. <br><br>While the film touches upon Freddie’s early years (born as Farrokh Bulsara, he came from a Parsi family that had roots in India), homosexuality, relationship with fiancée Mary Austin, the woman who inspired his ‘Love of My Life’ ballad and his eventual succumbing to wild ways, this is a film strictly made for the fans and thus is a tamed version. Those expecting to dig deep on 'Freddie the freak or Freddie the fag' (in his words), will have to settle for what’s already out there. <br><br>What then makes this musical a poignant piece of cinema are its masterful use of devices. Brilliant casting (every actor resembles the character he plays), heartrending performances, soulful songs, emotional confrontations especially the scene between Freddie and his father and heart-breaking anecdotes. “We’re (Queen Band members) four misfits who don’t belong together. We’re playing for the other misfits. They’re the outcasts, right at the back of the room. We’re pretty sure they don’t belong either. We belong to them.” The film wants you to remember the band and Freddie, the way they would want you to and though manipulative, it works.<br><br>As Malek takes centre stage in the final Live Aid act as Freddie, the director gives you a glimpse of the moments before he takes the podium. The camera follows him like a shadow. It captures his nervous energy, his pulsating drive to entertain once again and the fighter that Freddie Mercury was. There was more to him than his nonconformist, outrageous and wild shindigs. Bohemian Rhapsody celebrates his undying spirit beautifully through his music. From exploring Freddie’s take on mixing genres, innate desire to taking risks, not wanting to ‘fix’ his teeth to doing the good deeds — this one’s an uplifting tearjerker! <br>","4.0","Positivo"
"<div class='Normal'><strong>The Grinch Story: </strong>The town of Whoville loves Christmas, and each year their celebrations get bigger and louder. That doesn’t go down well with The Grinch, who detests the festive season.<br><br><strong>The Grinch Review: </strong>If you’re familiar with the Dr Seuss children’s classic “How the Grinch Stole Christmas!”, you’ll be familiar with this story as well. How can the Grinch ensure he gets some peace and quiet while Whoville celebrates? Why he’s going to take matters into his own hands, of course! Along with his trusty dog Max, the Grinch plans to steal all the decorations and gifts from the entire town in one single night, and toss them off into an abyss. This re-imagining doesn’t deviate too much from the original story but adds some subplots and characters to give it a bit more flavour. Animation wise, Illumination knows precisely how to make their characters visually endearing as evident by everyone’s favourite Minions. They create a broad canvas by making Whoville larger-than-life, then filling it with a lot of tiny details and a splash of colour that gets you right into the spirit of Christmas. And that’s really what this film is all about. <br><br>There is a timely and relevant message on kindness and acceptance that’s firmly rooted in the screenplay. This becomes evident towards the third act and gives the film more to look forward to than merely having a bad guy trying to burst everyone’s happy bubble. Cindy Lou Who, voiced by Cameron Seely plays a crucial role in this aspect. Benedict Cumberbatch has a lot of campy fun voicing the Grinch, and he goes all out to embrace the grouchy and grumpy character. There’s a slight menace to his take on this character, but Cumberbatch also adds some heart to the otherwise pessimistic persona, and that’s when the movie pulls on your heartstrings just a little bit.<br><br>As long as they can sit through the first two acts, this gives something for adults to look forward to. Otherwise, the interactions between the Grinch, his dog Max and a huge reindeer Fred lend to the most entertaining moments. Pharrell Williams as the narrator speaking in rhymes from the original book adds a nice touch that threads the film. While 'The Grinch' isn't exactly groundbreaking or fresh, it has just enough Christmas magic to justify another modern retelling of an old story.<br><br>","3.5","Positivo"
"<div class='Normal'><strong>Story: </strong>Five Chinese men come together to protect a sensitive military machine as the city of Chongqing is being relentlessly bombarded by Japanese air force during World War II.<br><br><strong>Review:</strong> Based on the true story of the bombing of Chongqing city in China by the Japanese, this film follows a bunch of motley Chinese people who are taking a secret decoder to the military. At the same time, American Colonel Jack Johnson (Bruce Willis) is training a squadron of Chinese fighter pilots how to ward off the Japanese who have achieved total air-supremacy over the Chinese with their superior Zero fighter planes.<br><br>The first thing that strikes you about 'Air Strike' is the scale of the film. The sets are elaborate, the action quite dramatic and the air battles are quite decently executed. The only problem is, it’s all surface-level. The pieces don’t fit together quite well. The Chaos looks beautiful but there is no method to the madness. Breathtakingly CGI fights in the sky, at times, have nothing to do with what’s happening on the ground. The timelines of the two stories that play out are muddled up which makes it tough to enjoy the action. If any scene even dares to get interesting, Japanese Zero bombers appear out of nowhere and the characters have to duck for cover. The film completely fails in merging the emotional aspect with the action.<br><br>Bruce Willis, as the cigar chewing colonel gives a one-dimensional performance as he flip-flops between being an angry instructor and a loving superior. Adrien Brody has hardly any role to play. The Chinese cast manage to give a decent performance but their track is clichéd and uninteresting.<br><br>It’s also ironic, given all the Chinese nationalism shown in the film, that the film did not get a release in China owing to corruption allegations against its producers. With a shoddy edit and a poor storyline, the only reason to watch the film is for its elaborate fight action sequences. Besides that, there’s nothing more to look forward to in this uninspiring World War II drama.<br><br>","2.5","Negativo"
